Smoothie,577
Glace,740
Chou à la crème,633
Fraise,713
Brownie,403
Chou à la crème,573
Cheesecake,315
Raisin,873
Cheesecake,443
Cheesecake,448
Sundae,482
Raisin,377
Kiwi,392
Salade de Fruits,381
Raisin,359
Fraise,450
Fraise,396
Raisin,372
Salade de Fruits,396
Chou à la crème,391
Kiwi,458
Smoothie,359
Raisin,416
Fraise,426
Brownie,366
Cookie,347
Cheesecake,347
Raisin,329
Chou à la crème,363
Orange,366
Orange,460
Chou à la crème,417
Raisin,314
Cheesecake,371
Salade de Fruits,339
Kiwi,376
Sundae,357
Kiwi,319
Cookie,379
Kiwi,374
Cheesecake,1199
Chou à la crème,321
Sundae,450
Sundae,385
Cookie,305
Salade de Fruits,406
Cheesecake,497
Cookie,601
Smoothie,448
Brownie,381
Brownie,408
Fraise,327
Raisin,435
Chou à la crème,332
Cookie,326
Cheesecake,417
Raisin,546
Fraise,463
Raisin,1370
Fraise,1079
Kiwi,878
Raisin,404
Cookie,327
Raisin,570
Smoothie,258
Sundae,357
Raisin,2772
Smoothie,294
Cheesecake,294
Brownie,75
Chou à la crème,2957
Glace,330
Smoothie,204
Cheesecake,221
Chou à la crème,3305
Cookie,371
Meringue,399
Sundae,333
Cheesecake,145
Fraise,389
Smoothie,178
