Clémentine,440
Clémentine,351
Cheesecake,270
Clémentine,719
Riz au lait,448
Kiwi,391
Compote,560
Clémentine,464
Tarte aux Fruits,463
Kiwi,504
Tarte au chocolat,516
Sablé à la noix de coco,646
Tarte au chocolat,880
Clémentine,415
Tarte au chocolat,1060
Compote,361
Clémentine,521
Compote,340
Cheesecake,372
Sablé à la noix de coco,482
Tarte au chocolat,283
Clémentine,300
Kiwi,299
Tarte au chocolat,571
Tarte aux Fruits,881
Tarte aux Fruits,494
Riz au lait,334
Kiwi,317
Tarte aux Fruits,332
Clémentine,1107
Clémentine,266
Compote,864
Kiwi,329
Tarte au chocolat,511
Tarte au chocolat,423
Clémentine,346
Compote,108
Sablé à la noix de coco,337
Crème dessert à la vanille,797
Cheesecake,327
Compote,485
Tarte au chocolat,607
Compote,276
Cheesecake,342
Tiramisu,393
Liégeois,411
Clémentine,804
Kiwi,1737
Tarte au chocolat,321
Cheesecake,356
Sablé à la noix de coco,1942
Tarte aux Fruits,1070
Cheesecake,498
Clémentine,333
Sablé à la noix de coco,499
Tarte aux Fruits,553
Liégeois,1753
Clémentine,397
Clémentine,591
Kiwi,1027
Kiwi,284
Tarte aux Fruits,279
Tarte au chocolat,1450
Riz au lait,481
Tarte aux Fruits,277
Kiwi,306
Glace,490
Tarte aux Fruits,336
Tarte au chocolat,1170
Cheesecake,281
Clémentine,505
Tiramisu,329
Clémentine,172
Tarte au chocolat,897
Clémentine,355
Kiwi,10509
Tarte aux Fruits,16922
Compote,2666
Kiwi,351
Clémentine,287
Clémentine,225
